iteration,train_reward,train_reward_ema,train_latency,train_cpu,train_error,train_traffic,action_0,action_1,action_2,eval_return_mean,eval_return_std,eval_episode_length_mean,eval_latency,eval_cpu,eval_error,eval_traffic
0,0.644442081451416,0.644442081451416,1.0216892957687378,1.1282395124435425,0.08578909933567047,0.5418022871017456,326,347,327,2.652654566591784,0.44571554125337887,3.4,0.36379608511924744,1.0045546293258667,0.056641776114702225,0.4387722611427307
