iteration,train_reward,train_reward_ema,train_latency,train_cpu,train_error,train_traffic,action_0,action_1,action_2,eval_return_mean,eval_return_std,grader_score_mean,grader_score_std,eval_episode_length_mean,eval_latency,eval_cpu,eval_error,eval_traffic
0,0.6456634402275085,0.6456634402275085,1.024938702583313,1.1088265180587769,0.08454664796590805,0.5409225225448608,334,318,348,2.5610397033734245,0.46554522032405726,0.7529039795803554,0.07830201908753809,3.4,0.4461745619773865,0.9552119970321655,0.09501197934150696,0.5686705708503723
