iteration,train_reward,train_reward_ema,train_latency,train_cpu,train_error,train_traffic,action_0,action_1,action_2,eval_return_mean,eval_return_std,eval_score_mean,eval_score_std,eval_episode_length_mean,eval_latency,eval_cpu,eval_error,eval_traffic
0,0.6431839466094971,0.6431839466094971,1.0179715156555176,1.135326623916626,0.08987350761890411,0.5370517373085022,315,346,339,3.2386781110875793,0.5221786704813229,0.6512886276732649,0.05109332513310262,5.0,0.8102258443832397,0.8500421643257141,0.04064464941620827,0.5147554278373718
