iteration,train_reward,train_reward_ema,train_latency,train_cpu,train_error,train_traffic,action_0,action_1,action_2,eval_return_mean,eval_return_std,grader_score_mean,grader_score_std,eval_episode_length_mean,eval_latency,eval_cpu,eval_error,eval_traffic
0,0.6609650254249573,0.6609650254249573,0.9940651655197144,1.1365126371383667,0.05332155525684357,0.5418326258659363,1290,1473,1237,2.939507473876431,0.9074028651805804,0.6116038463171038,0.06274636635975626,4.75,1.1626051664352417,1.1497719287872314,0.07187435030937195,0.5499173402786255
5,0.7022224068641663,0.6731434740942718,0.7720925807952881,1.2886409759521484,0.04854349046945572,0.5472873449325562,497,1975,1528,3.2949010602432076,1.0373253412478851,0.7057212533116776,0.04813128017227126,4.65,0.7461071014404297,1.3284823894500732,0.044073477387428284,0.5465252995491028
