iteration,train_reward,train_reward_ema,train_latency,train_cpu,train_error,train_traffic,action_0,action_1,action_2,eval_return_mean,eval_return_std,grader_score_mean,grader_score_std,task_grader_score_mean,task_completion_rate,eval_episode_length_mean,eval_latency,eval_cpu,eval_error,eval_traffic
0,0.6293416619300842,0.6293416619300842,0.9839683771133423,1.2383127212524414,0.12256541848182678,0.5408869385719299,417,565,1018,2.1201576367823742,0.6150222047106888,0.6757817509740435,0.1274856507771534,0.6416666666666665,0.0,3.1,0.530602753162384,1.0008803606033325,0.1017494648694992,0.533460259437561
10,0.6439151763916016,0.6321794561201979,0.9125081896781921,1.2737159729003906,0.12052833288908005,0.5436323881149292,328,510,1162,2.1201576367823742,0.6150222047106888,0.6757817509740435,0.1274856507771534,0.6416666666666665,0.0,3.1,0.530602753162384,1.0008803606033325,0.1017494648694992,0.533460259437561
20,0.6615543961524963,0.6458924698701833,0.8160645961761475,1.3131049871444702,0.12493482977151871,0.5296061635017395,184,442,1374,2.1201576367823742,0.6150222047106888,0.6757817509740435,0.1274856507771534,0.6416666666666665,0.0,3.1,0.530602753162384,1.0008803606033325,0.1017494648694992,0.533460259437561
30,0.6741111278533936,0.6597106976072635,0.7398052215576172,1.3566551208496094,0.12983231246471405,0.5424345135688782,90,402,1508,2.1201576367823742,0.6150222047106888,0.6757817509740435,0.1274856507771534,0.6416666666666665,0.0,3.1,0.530602753162384,1.0008803606033325,0.1017494648694992,0.533460259437561
40,0.6718866229057312,0.6684844538741316,0.7413005828857422,1.3599110841751099,0.13409167528152466,0.5405065417289734,89,359,1552,2.1201576367823742,0.6150222047106888,0.6757817509740435,0.1274856507771534,0.6416666666666665,0.0,3.1,0.530602753162384,1.0008803606033325,0.1017494648694992,0.533460259437561
50,0.658936619758606,0.6684095479074824,0.8054410219192505,1.3391926288604736,0.13258975744247437,0.5463171601295471,106,539,1355,2.1201576367823742,0.6150222047106888,0.6757817509740435,0.1274856507771534,0.6416666666666665,0.0,3.1,0.530602753162384,1.0008803606033325,0.1017494648694992,0.533460259437561
