iteration,train_reward,train_reward_ema,train_latency,train_cpu,train_error,train_traffic,action_0,action_1,action_2,eval_return_mean,eval_return_std,eval_episode_length_mean,eval_latency,eval_cpu,eval_error,eval_traffic
0,-4.72383975982666,-4.72383975982666,1.0491423606872559,1.1066279411315918,0.09395701438188553,0.542985737323761,363,315,322,-10.36677859138668,3.145085629754651,3.6,0.3902292847633362,0.9334220886230469,0.06062193587422371,0.5379170179367065
